-4, 0
6, 0
12, 0
18, 0
24, 0
30, 0
36, 0
44, 1
50, 1
56, 1
62, 1
68, 2
74, 2
80, 2
86, 3
96, 4
102, 4
108, 4
114, 5
120, 6
126, 6
132, 6
138, 7
146, 8
152, 8
158, 8
164, 9
170, 9
176, 9
182, 9
188, 10

-3, 0
4, 0
10, 0
16, 0
22, 0
28, 0
34, 0
44, 1
52, 1
58, 2
64, 2
70, 2
76, 2
82, 3
88, 3
96, 4
102, 4
108, 5
114, 5
120, 6
126, 6
132, 7
138, 7
146, 9
152, 9
158, 10
164, 11
171, 11
176, 12
182, 13
188, 13
196, 14
202, 15
208, 15
214, 16
220, 16
226, 17
232, 17
238, 18
246, 18
252, 18
258, 19
264, 19
270, 19
276, 19
282, 20

-3, 0
2, 0
12, 0
18, 0
24, 0
30, 0
36, 0
42, 1
48, 1
54, 1
62, 2
68, 2
74, 2
80, 3
86, 3
92, 3
98, 4
104, 4
112, 5
118, 5
124, 6
130, 7
136, 7
142, 7
148, 7
154, 9
162, 10
168, 11
174, 12
180, 12
186, 13
192, 14
198, 15
204, 16
212, 17
218, 18
224, 19
230, 20
236, 20
243, 21
248, 22
254, 23
262, 23
268, 24
274, 24
280, 25
286, 25
292, 26
298, 27
304, 27
312, 28
318, 28
325, 28
330, 28
336, 29
342, 29
348, 29
354, 30

0, 0
6, 0
12, 0
18, 0
24, 0
34, 0
42, 1
48, 1
54, 1
61, 1
66, 2
73, 2
78, 2
84, 3
92, 3
98, 4
105, 4
111, 5
116, 5
123, 6
131, 7
136, 7
143, 7
149, 7
154, 9
160, 10
166, 11
172, 12
182, 13
188, 13
194, 14
200, 15
206, 16
212, 17
218, 18
224, 19
232, 21
238, 22
244, 23
250, 24
256, 25
262, 25
268, 26
274, 27
282, 29
290, 29
297, 30
302, 31
309, 32
314, 32
320, 33
328, 34
336, 35
343, 35
349, 36
354, 36
361, 37
367, 37
372, 37
381, 38
386, 38
393, 39
399, 39
405, 39
410, 39
417, 39
422, 40

-4, 0
1, 0
7, 0
13, 0
21, 0
27, 0
33, 0
39, 1
45, 1
51, 1
57, 2
63, 2
71, 2
77, 3
83, 3
89, 3
95, 4
101, 4
107, 5
113, 5
121, 6
127, 7
133, 7
139, 7
145, 9
151, 9
157, 10
163, 11
171, 12
177, 13
183, 13
189, 14
195, 15
201, 16
207, 17
213, 18
219, 19
227, 21
235, 22
241, 23
247, 24
253, 25
259, 27
267, 28
275, 29
281, 31
287, 32
293, 33
299, 34
305, 35
311, 36
319, 37
325, 38
331, 38
337, 39
343, 40
349, 41
355, 41
361, 42
369, 43
375, 44
381, 44
387, 45
393, 45
399, 46
405, 46
411, 47
421, 47
427, 48
433, 48
439, 48
445, 49
451, 49
457, 49
463, 49
471, 50

-1, 0
8, 0
16, 0
22, 0
28, 0
34, 0
40, 1
46, 1
52, 1
60, 2
66, 2
72, 2
78, 2
84, 3
90, 3
96, 4
102, 4
110, 5
116, 5
122, 6
128, 6
134, 7
140, 7
146, 7
152, 9
160, 10
166, 11
172, 11
178, 12
184, 13
190, 14
196, 15
202, 16
210, 17
216, 18
222, 19
228, 20
234, 21
240, 22
246, 23
252, 24
258, 26
264, 26
272, 28
278, 30
284, 30
290, 32
296, 34
302, 34
310, 37
316, 38
322, 39
328, 40
334, 41
340, 42
346, 43
352, 44
360, 45
366, 46
372, 47
378, 48
384, 49
390, 49
396, 50
402, 51
410, 52
416, 53
422, 53
428, 54
434, 54
440, 55
446, 55
452, 56
462, 57
468, 57
474, 58
480, 58
486, 58
492, 59
498, 59
504, 59
512, 59
518, 60

-2, 0
7, 0
13, 0
19, 0
25, 0
31, 0
37, 1
43, 1
51, 1
59, 1
65, 2
71, 2
77, 2
83, 3
89, 3
95, 4
103, 4
109, 5
115, 5
121, 6
127, 6
133, 7
139, 7
145, 7
153, 9
159, 10
165, 10
171, 11
177, 12
183, 13
