-2, 0
5, 0
11, 0
17, 0
23, 0
29, 0
35, 0
43, 1
49, 1
55, 1
61, 1
67, 2
73, 2
79, 3
85, 3
93, 4
99, 4
105, 4
111, 5
117, 5
123, 6
129, 6
135, 7
143, 7
149, 8
155, 8
161, 8
167, 9
173, 9
179, 9
185, 9
193, 10

0, 0
7, 0
13, 0
19, 0
25, 0
31, 0
37, 0
45, 1
51, 1
57, 1
63, 2
69, 2
75, 2
81, 3
87, 3
95, 4
101, 4
107, 5
113, 5
119, 6
125, 6
131, 7
137, 7
145, 7
151, 9
157, 10
163, 10
169, 11
175, 12
181, 13
187, 13
193, 14
199, 14
207, 15
213, 16
219, 16
225, 17
231, 17
237, 17
245, 18
251, 18
257, 19
263, 19
269, 19
275, 19
281, 19
287, 20

-3, 0
6, 0
12, 0
18, 0
24, 0
30, 0
36, 0
42, 1
50, 1
58, 1
64, 2
70, 2
76, 2
82, 3
88, 3
94, 4
102, 4
108, 5
114, 5
120, 6
126, 6
132, 7
138, 7
144, 7
152, 9
158, 10
164, 10
170, 11
176, 12
182, 13
188, 14
194, 15
202, 16
208, 17
214, 18
220, 18
226, 19
232, 20
238, 21
244, 21
252, 22
258, 23
264, 24
270, 24
276, 25
282, 25
288, 26
294, 26
302, 27
308, 27
314, 28
320, 28
326, 28
332, 29
338, 29
344, 29
352, 29
358, 30

-1, 0
6, 0
12, 0
20, 0
26, 0
32, 0
38, 0
44, 1
50, 1
56, 1
62, 2
70, 2
76, 2
82, 3
88, 3
94, 3
100, 4
106, 4
112, 5
120, 6
126, 6
132, 7
138, 7
144, 7
150, 9
156, 9
162, 10
170, 11
176, 12
182, 13
188, 13
194, 14
200, 15
206, 16
212, 17
220, 19
226, 20
232, 20
238, 22
244, 23
250, 24
256, 25
262, 26
270, 27
276, 27
282, 28
288, 29
294, 30
300, 31
306, 31
312, 32
320, 33
326, 34
332, 34
338, 35
344, 35
350, 36
356, 36
362, 37
370, 37
376, 38
382, 38
388, 38
394, 39
400, 39
406, 39
412, 39
420, 40

-2, 0
5, 0
11, 0
17, 0
23, 0
31, 0
37, 1
43, 1
49, 1
55, 1
61, 2
71, 2
77, 3
83, 3
89, 3
95, 4
101, 4
107, 5
115, 6
123, 6
129, 7
135, 7
141, 8
147, 9
153, 9
159, 10
167, 11
175, 12
181, 13
187, 14
193, 15
199, 16
205, 17
211, 18
219, 19
225, 20
231, 21
237, 22
243, 23
249, 25
255, 26
261, 27
269, 29
275, 30
281, 31
287, 32
293, 33
299, 34
305, 35
311, 36
319, 37
325, 38
331, 38
337, 39
343, 40
349, 41
355, 41
363, 42
371, 43
377, 44
383, 44
389, 45
395, 46
401, 46
407, 46
415, 47
423, 48
429, 48
435, 48
441, 49
447, 49
453, 49
459, 49
469, 50

-3, 0
6, 0
12, 0
18, 0
24, 0
30, 0
36, 1
42, 1
48, 1
54, 1
62, 2
70, 2
76, 2
82, 3
88, 3
94, 3
102, 4
110, 5
116, 5
122, 6
128, 6
134, 7
140, 7
146, 7
158, 10
164, 10
170, 11
176, 12
182, 13
188, 13
194, 14
202, 16
210, 17
216, 18
222, 19
228, 20
234, 21
240, 22
246, 24
256, 25
262, 26
268, 26
274, 28
280, 30
286, 30
292, 32
298, 34
306, 36
312, 37
318, 38
324, 39
330, 40
336, 41
342, 42
348, 43
356, 45
362, 45
368, 46
374, 47
380, 48
386, 49
392, 50
398, 50
408, 52
414, 52
420, 53
426, 54
432, 54
438, 55
444, 55
454, 56
462, 57
468, 57
474, 57
480, 58
486, 58
492, 59
498, 59
506, 59
512, 59
518, 60

-1, 0
8, 0
16, 0
22, 0
28, 0
34, 0
40, 1
48, 1
54, 1
60, 2
66, 2
72, 2
78, 3
84, 3
90, 3
98, 4
104, 4
110, 5
116, 5
122, 6
128, 7
134, 7
140, 7
150, 9
156, 10
162, 10
168, 11
174, 12
180, 13
186, 14
192, 15
200, 16
206, 17
212, 18
218, 18
224, 20
230, 21
236, 22
242, 23
250, 25
256, 26
262, 26
268, 28
274, 28
280, 30
286, 32
292, 34
300, 34
308, 36
314, 38
320, 40
326, 40
332, 42
338, 44
346, 44
356, 47
362, 48
368, 49
374, 50
380, 52
386, 52
392, 54
400, 55
406, 56
412, 57
418, 58
424, 58
430, 59
436, 60
442, 61
450, 62
456, 62
462, 63
468, 64
474, 64
480, 65
486, 65
492, 66
500, 67
508, 67
514, 67
520, 68
526, 68
532, 68
538, 69
546, 69
554, 69
560, 70

-2, 0
5, 0
13, 0
19, 0
25, 0
31, 0
37, 0
43, 1
49, 1
57, 1
65, 2
71, 2
77, 2
83, 3
89, 3
95, 4
100, 4
109, 5
115, 5
121, 6
127, 6
133, 7
139, 7
145, 7
151, 9
159, 10
165, 10
171, 11
177, 12
183, 13
189, 14
195, 15
201, 15
209, 17
217, 18
223, 19
229, 20
235, 21
241, 22
247, 23
253, 25
261, 26
267, 26
273, 28
279, 30
285, 30
291, 32
297, 34
303, 36
311, 38
319, 38
325, 40
331, 42
337, 44
343, 44
349, 46
357, 48
365, 50
371, 52
377, 52
383, 54
389, 54
395, 56
401, 58
411, 60
417, 61
423, 62
429, 63
435, 64
441, 64
447, 65
453, 66
463, 68
469, 69
475, 69
481, 70
487, 71
493, 72
499, 72
507, 73
515, 74
521, 75
527, 75
533, 76
539, 76
545, 77
551, 77
559, 78
565, 78
571, 78
577, 79
583, 79
589, 79
595, 79
601, 80

-1, 0
6, 0
12, 0
18, 0
24, 0
32, 0
40, 1
46, 1
52, 1
58, 2
64, 2
70, 2
76, 3
86, 3
94, 4
100, 4
106, 5
112, 5
118, 6
124, 6
134, 7
142, 7
148, 9
154, 9
160, 10
166, 11
172, 12
180, 13
188, 14
194, 15
200, 16
206, 16
212, 18
218, 19
224, 19
232, 21
240, 22
246, 24
252, 25
258, 26
264, 26
270, 28
276, 30
286, 32
292, 32
298, 34
304, 36
310, 36
316, 38
322, 40
328, 42
336, 44
342, 46
348, 46
354, 48
360, 50
366, 52
372, 52
378, 54
386, 56
392, 58
398, 58
404, 60
410, 62
416, 62
422, 64
428, 66
436, 68
444, 69
450, 70
456, 71
462, 72
468, 73
474, 74
484, 76
492, 77
498, 78
504, 78
510, 79
516, 80
522, 81
528, 82
536, 82
544, 83
550, 84
556, 84
562, 85
568, 85
574, 86
582, 87
590, 87
596, 88
602, 88
608, 88
614, 89
620, 89
626, 89
632, 89
638, 90

0, 0
7, 0
13, 0
19, 0
25, 0
31, 0
39, 0
45, 1
51, 1
57, 1
63, 2
69, 2
75, 2
81, 3
91, 3
97, 4
103, 4
109, 5
115, 5
121, 6
128, 6
137, 7
145, 7
151, 9
157, 9
164, 10
169, 11
175, 12
181, 13
189, 14
195, 14
201, 15
207, 16
214, 17
219, 18
225, 19
231, 20
241, 22
247, 23
253, 24
259, 25
265, 26
271, 28
277, 28
285, 30
293, 32
299, 34
305, 36
311, 36
317, 38
323, 40
329, 42
335, 42
341, 44
349, 46
355, 48
361, 50
367, 52
373, 52
379, 56
389, 58
395, 58
401, 60
407, 62
413, 64
419, 64
425, 66
433, 68
441, 70
447, 72
453, 72
459, 74
465, 74
471, 77
477, 78
485, 79
493, 81
499, 82
505, 83
511, 84
517, 85
523, 86
529, 87
537, 88
543, 88
549, 89
555, 90
561, 91
567, 91
573, 92
580, 93
587, 94
593, 94
600, 95
605, 95
612, 96
617, 96
624, 97
629, 97
637, 98
643, 98
650, 98
655, 99
662, 99
668, 99
673, 99
679, 100

-3, 0
2, 0
12, 0
18, 0
24, 0
30, 0
36, 1
42, 1
48, 1
54, 1
62, 2
68, 2
74, 2
80, 2
86, 3
92, 3
98, 4
104, 4
112, 5
120, 6
126, 6
132, 7
138, 7
144, 7
150, 9
158, 10
166, 10
172, 11
178, 12
184, 13
190, 14
196, 15
202, 16
210, 17
216, 18
222, 19
228, 20
234, 21
240, 22
246, 23
252, 24
260, 26
266, 26
272, 28
278, 28
284, 30
290, 32
296, 32
302, 36
314, 38
320, 38
326, 40
332, 42
338, 44
344, 44
350, 46
358, 48
368, 52
374, 54
380, 54
386, 56
392, 58
398, 60
404, 62
412, 66
418, 66
424, 68
430, 70
436, 72
442, 74
448, 78
456, 80
464, 82
470, 84
476, 88
482, 90
488, 92
494, 94
500, 96
508, 100
516, 103
522, 105
528, 107
534, 109
540, 111
546, 113
552, 117
560, 119
566, 121
572, 123
578, 125
584, 127
590, 129
596, 131
602, 135
612, 137
618, 139
624, 141
630, 143
636, 145
642, 147
648, 147
656, 151
664, 153
670, 155
676, 155
682, 157
688, 159
694, 161
700, 161
708, 163
718, 167
724, 167
730, 169
736, 171
742, 171
748, 173
754, 175
762, 176
768, 177
774, 178
780, 179
786, 180
792, 182
798, 182
804, 184
812, 185
818, 186
824, 187
830, 188
836, 188
842, 189
848, 190
856, 191
864, 192
870, 193
876, 193
882, 194
888, 194
894, 195
900, 195
908, 196
916, 197
922, 197
928, 198
934, 198
940, 198
946, 199
952, 199
958, 199
964, 199
972, 200

0, 0
9, 0
17, 0
23, 0
29, 0
35, 0
41, 1
49, 1
59, 1
65, 2
71, 2
77, 2
83, 3
89, 3
97, 4
105, 4
111, 5
117, 5
123, 6
129, 6
135, 7
141, 7
149, 9
157, 9
163, 10
169, 11
175, 12
181, 12
187, 13
193, 14
201, 16
207, 16
213, 17
219, 18
225, 19
231, 20
237, 21
243, 23
253, 25
259, 26
265, 26
271, 28
277, 28
283, 30
289, 32
297, 34
305, 36
311, 36
317, 38
323, 40
329, 40
335, 42
341, 44
349, 46
357, 48
363, 50
369, 52
375, 54
381, 56
387, 58
393, 60
401, 62
407, 64
413, 66
419, 68
425, 70
431, 72
437, 74
443, 76
451, 78
457, 80
463, 82
469, 84
475, 88
481, 90
487, 92
493, 94
501, 98
507, 100
513, 100
519, 103
525, 106
531, 109
537, 112
543, 115
551, 118
557, 118
563, 121
569, 124
575, 127
581, 127
587, 130
593, 133
601, 136
607, 139
613, 142
619, 145
625, 145
631, 148
637, 151
643, 154
651, 157
657, 160
663, 160
669, 163
675, 166
681, 169
687, 172
693, 175
701, 178
707, 178
713, 181
719, 184
725, 187
731, 190
737, 190
743, 193
751, 196
757, 199
763, 202
769, 204
775, 206
781, 208
787, 210
793, 214
801, 216
